 district |       block        |          cluster          | school_code |             school_name             | no_of_classroom | lowest_class | highest_class | no_of_teachers | no_of_students | no_of_headteacher 
 KOPPAL   | KUSTAGI            | ADAVIBHAVI                |29070406001| GHPS HOSALLI                        |7|1|8|7|179|0
 KOPPAL   | KUSTAGI            | ADAVIBHAVI                |29070406501| GHPS HULSAGERI                      |7|1|8|7|163|1
 KOPPAL   | KUSTAGI            | ADAVIBHAVI                |29070410401| GLPS MALKAPUR                       |4|1|5|3|62|0
 KOPPAL   | KUSTAGI            | ADAVIBHAVI                |29070411301| GLPS MENASAGERI                     |5|1|7|4|145|0
 KOPPAL   | KUSTAGI            | ADAVIBHAVI                |29070411302| GLPS MENASAGERI TANDA               |3|1|5|3|139|0
 KOPPAL   | KUSTAGI            | ADAVIBHAVI                |29070411701| GHPS MIYYAPUR                       |7|1|7|7|188|0
 KOPPAL   | KUSTAGI            | ADAVIBHAVI                |29070412001| GHPS MUDUTAGI                       |6|1|7|6|120|1
 KOPPAL   | KUSTAGI            | BIJAKAL                   |29070401101| GLPS BASSAPUR .M                    |2|1|5|2|30|0
 KOPPAL   | KUSTAGI            | BIJAKAL                   |29070401701| GHPS BIJAKAL                        |10|1|8|9|337|1
 KOPPAL   | KUSTAGI            | BIJAKAL                   |29070401702| GLPS JanataBadavne Bijakal          |4|1|5|4|127|0
 KOPPAL   | KUSTAGI            | BIJAKAL                   |29070403501| GHPS GONAL.K                        |4|1|7|3|81|0
 KOPPAL   | KUSTAGI            | BIJAKAL                   |29070405101| GLPS HESARURU                       |3|1|5|3|81|0
 KOPPAL   | KUSTAGI            | BIJAKAL                   |29070406101| GLPS HOSUR .K                       |3|1|5|2|58|0
 KOPPAL   | KUSTAGI            | BIJAKAL                   |29070407902| GLPS MANKALAKERI                    |2|1|5|2|31|0
 KOPPAL   | KUSTAGI            | BIJAKAL                   |29070408501| GLPS KAVALABUDURU TANDA             |4|1|5|3|135|1
 KOPPAL   | KUSTAGI            | BIJAKAL                   |29070415401| GLPS TAKKALAKI                      |4|1|5|3|117|0
 KOPPAL   | KUSTAGI            | BIJAKAL                   |29070416501| GHPS VANAGERI                       |7|1|8|8|372|0
 KOPPAL   | KUSTAGI            | BIJAKAL                   |29070417801| GHPS BODUR                          |8|1|7|5|200|1
 KOPPAL   | KUSTAGI            | BIJAKAL                   |29070417901| GHPS TENGUNTI                       |6|1|7|6|233|1
 KOPPAL   | KUSTAGI            | CHALAGERI                 |29070401501| GHPS BENAKANHALI                    |8|1|8|10|348|1
 KOPPAL   | KUSTAGI            | CHALAGERI                 |29070402201| GMHPS CHALAGERA                     |15|1|8|14|481|0
 KOPPAL   | KUSTAGI            | CHALAGERI                 |29070402204| LPS BENAKANAL ROAD CHALIGERI        |2|1|5|4|105|0
 KOPPAL   | KUSTAGI            | CHALAGERI                 |29070406901| GHPS JULAKATTI                      |7|1|7|5|100|1
 KOPPAL   | KUSTAGI            | CHALAGERI                 |29070407101| GLPS JUNJALAKOPPA                   |3|1|5|2|44|0
 KOPPAL   | KUSTAGI            | CHALAGERI                 |29070407701| GHPS KALALBANDI                     |6|1|8|8|302|1
 KOPPAL   | KUSTAGI            | CHALAGERI                 |29070410101| GHPS MADAKERI                       |9|1|8|10|329|1
 KOPPAL   | KUSTAGI            | CHALAGERI                 |29070415101| GHPS TALAVAGERA                     |7|1|7|10|294|0
 KOPPAL   | KUSTAGI            | CHALAGERI                 |29070415901| GHPS TOPALAKATTI                    |8|1|8|8|246|1
 KOPPAL   | KUSTAGI            | CHALAGERI                 |29070417001| GHPS YALEBUNACHI                    |6|1|8|10|346|1
 KOPPAL   | KUSTAGI            | DOTIHAL                   |29070403001| GMHPS DOTIHAL                       |15|1|8|17|559|0
 KOPPAL   | KUSTAGI            | DOTIHAL                   |29070403006| GLPS NAVA NAGAR HGR CALONI DOTIHAL  |3|1|5|3|81|0
 KOPPAL   | KUSTAGI            | DOTIHAL                   |29070403801| GHPS GOTAGI                         |10|1|8|6|298|0
 KOPPAL   | KUSTAGI            | DOTIHAL                   |29070407401| GHPS KADEKOPPA                      |5|1|8|7|144|1
 KOPPAL   | KUSTAGI            | DOTIHAL                   |29070407901| GHPS KALKERI                        |4|1|7|5|113|1
 KOPPAL   | KUSTAGI            | DOTIHAL                   |29070408601| GHPS KESUR                          |7|1|7|8|227|1
 KOPPAL   | KUSTAGI            | DOTIHAL                   |29070409701| GHPS KYADIGUPPA                     |9|1|8|13|405|1
 KOPPAL   | KUSTAGI            | DOTIHAL                   |29070410901| GLPS MATUR                          |3|1|5|2|27|0
 KOPPAL   | KUSTAGI            | DOTIHAL                   |29070412301| GLPS NADUVALAKOPPA                  |2|1|5|2|56|0
 KOPPAL   | KUSTAGI            | DOTIHAL                   |29070415801| GLPS TONASHIHAL                     |3|1|5|2|75|0
 KOPPAL   | KUSTAGI            | DOTIHAL                   |29070415802| GLPS TONASHIHAL TANDA               |3|1|5|4|138|0
 KOPPAL   | KUSTAGI            | HANUMANAL                 |29070404201| GMHPS GUDDADA DEVALAPUR             |8|1|8|7|248|0
 KOPPAL   | KUSTAGI            | HANUMANAL                 |29070405001| GMHPS HANUMANHAL                    |15|1|8|15|611|0
 KOPPAL   | KUSTAGI            | HANUMANAL                 |29070405004| GLPS ASHRAYA  BADAVANE HANAMANAL    |3|1|5|2|39|0
 KOPPAL   | KUSTAGI            | HANUMANAL                 |29070407501| GHPS KADIVAL                        |7|1|8|5|186|1
 KOPPAL   | KUSTAGI            | HANUMANAL                 |29070409501| GLPS KURUBANHAL..M                  |4|1|5|2|48|0
 KOPPAL   | KUSTAGI            | HANUMANAL                 |29070413301| GHPS NIRALAKOPPA                    |5|1|7|5|111|1
 KOPPAL   | KUSTAGI            | HANUMANAL                 |29070413601| GHPS PATTALACHINTI                  |7|1|8|6|211|0
 KOPPAL   | KUSTAGI            | HANUMANAL                 |29070414201| GLPS RANGAPUR                       |5|1|7|5|124|0
 KOPPAL   | KUSTAGI            | HANUMANAL                 |29070416001| GHPS TUGGALADONI                    |10|1|7|10|274|1
 KOPPAL   | KUSTAGI            | HANUMASAGAR               |29070401201| GHPS BEELAGI                        |7|1|8|5|95|1
 KOPPAL   | KUSTAGI            | HANUMASAGAR               |29070402301| GLPS CHANDRAGIRI                    |3|1|5|4|73|0
 KOPPAL   | KUSTAGI            | HANUMASAGAR               |29070404801| GBOYS HPS HANUMASAGAR               |9|1|8|8|289|1
 KOPPAL   | KUSTAGI            | HANUMASAGAR               |29070404802| GGIRLS HPS HANUMASAGAR              |8|1|7|9|213|1
 KOPPAL   | KUSTAGI            | HANUMASAGAR               |29070404803| GHPS HARIJANWADA HANUMASAGAR        |8|1|7|7|179|1
 KOPPAL   | KUSTAGI            | HANUMASAGAR               |29070404805| GHPS KURABAGERI HANUMASAGAR         |15|1|7|17|357|1
 KOPPAL   | KUSTAGI            | HANUMASAGAR               |29070404807| GHPS KALLONI HANAMSAGAR             |4|1|7|7|131|1
 KOPPAL   | KUSTAGI            | HANUMASAGAR               |29070404810| K G B V  HANAMASAGAR                |4|6|8|2|97|0
 KOPPAL   | KUSTAGI            | HANUMASAGAR               |29070407301| GHPS KABBARAGI                      |11|1|7|12|447|1
 KOPPAL   | KUSTAGI            | HANUMASAGAR               |29070410201| GLPS MADANHAL                       |4|1|7|6|119|0
 KOPPAL   | KUSTAGI            | HANUMASAGAR               |29070410501| GHPS MAVINAITAGI                    |6|1|8|7|176|1
 KOPPAL   | KUSTAGI            | HANUMASAGAR               |29070417201| GHPS YARAGERA                       |10|1|7|13|448|1
 KOPPAL   | KUSTAGI            | HIREGONNAGAR              |29070402401| GLPS CHIKKAGONNAGAR                 |4|1|5|1|35|0
 KOPPAL   | KUSTAGI            | HIREGONNAGAR              |29070403101| GLPS GADACHINTI                     |4|1|5|3|64|0
 KOPPAL   | KUSTAGI            | HIREGONNAGAR              |29070403601| GHPS GOREBIHAL                      |6|1|8|7|173|1
 KOPPAL   | KUSTAGI            | HIREGONNAGAR              |29070404401| GHPS HABALAKATTI                    |10|1|8|8|301|1
 KOPPAL   | KUSTAGI            | HIREGONNAGAR              |29070405301| GHPS HIREGONNAGAR                   |9|1|8|9|352|0
 KOPPAL   | KUSTAGI            | HIREGONNAGAR              |29070409301| GHPS KUMBALAVATHI                   |11|1|8|7|388|1
 KOPPAL   | KUSTAGI            | HIREGONNAGAR              |29070410801| GHPS MASTAKATTI                     |6|1|8|7|192|1
 KOPPAL   | KUSTAGI            | HIREGONNAGAR              |29070412101| GHPS MUGANUR                        |9|1|8|10|382|1
 KOPPAL   | KUSTAGI            | HIREGONNAGAR              |29070412501| GHPS NARASAPUR                      |7|1|7|5|196|1
 KOPPAL   | KUSTAGI            | HIREGONNAGAR              |29070416601| GLPS VARIKAL                        |4|1|5|4|74|0
 KOPPAL   | KUSTAGI            | HIREMANNAPUR              |29070403201| GLPS  GANGANHAL .G                  |7|1|7|5|187|0
 KOPPAL   | KUSTAGI            | HIREMANNAPUR              |29070404001| GHPS GUDADUR .M                     |7|1|8|5|234|1
 KOPPAL   | KUSTAGI            | HIREMANNAPUR              |29070404301| GHPS GUMAGERI                       |7|1|7|9|240|1
 KOPPAL   | KUSTAGI            | HIREMANNAPUR              |29070404901| GHPS HANCHINHAL                     |5|1|7|6|191|1
 KOPPAL   | KUSTAGI            | HIREMANNAPUR              |29070405401| GHPS HIREMANNAPUR                   |11|1|8|14|434|1
 KOPPAL   | KUSTAGI            | HIREMANNAPUR              |29070405405| GLPS EKALAVYA HIREMANAPUR           |2|1|5|1|52|0
 KOPPAL   | KUSTAGI            | HIREMANNAPUR              |29070408101| GHPS KANDAKUR                       |13|1|8|12|553|0
 KOPPAL   | KUSTAGI            | HIREMANNAPUR              |29070412401| GLPS NAGARAL                        |2|1|5|3|82|0
 KOPPAL   | KUSTAGI            | HIREMANNAPUR              |29070412801| GHPS NEERALUTI                      |7|1|7|5|204|1
 KOPPAL   | KUSTAGI            | HIREMANNAPUR              |29070412901| GHPS NAVALAHALLI                    |8|1|7|7|261|1
 KOPPAL   | KUSTAGI            | HULGERI                   |29070400501| GHPS ANTARATANA                     |7|1|8|8|209|1
 KOPPAL   | KUSTAGI            | HULGERI                   |29070400801| GHPS BANDRAGAL                      |7|1|8|7|202|1
 KOPPAL   | KUSTAGI            | HULGERI                   |29070406201| GHPS  HUCHANUR                      |6|1|8|5|120|1
 KOPPAL   | KUSTAGI            | HULGERI                   |29070406301| GMHPS HULAGERI                      |8|1|8|10|374|1
 KOPPAL   | KUSTAGI            | HULGERI                   |29070406302| GLPS HULAGERI TANDA                 |4|1|5|4|86|0
 KOPPAL   | KUSTAGI            | HULGERI                   |29070406304| GLPS  HOOLAGERA                     |6|1|5|5|170|0
 KOPPAL   | KUSTAGI            | HULGERI                   |29070407601| GLPS KADUR                          |2|1|5|2|32|0
 KOPPAL   | KUSTAGI            | HULGERI                   |29070407802| GLPS SC COLONY KALGONAL             |2|1|5|2|11|0
 KOPPAL   | KUSTAGI            | HULGERI                   |29070407803| GHPS KALGONAL                       |6|1|8|3|130|1
 KOPPAL   | KUSTAGI            | HULGERI                   |29070408401| GHPS KATAPUR                        |8|1|8|11|314|1
 KOPPAL   | KUSTAGI            | HULGERI                   |29070408402| GLPS KATAPUR J.BADAVANE             |2|1|5|2|65|0
 KOPPAL   | KUSTAGI            | HULGERI                   |29070410701| GHPS MANNERHAL                      |8|1|7|7|231|1
 KOPPAL   | KUSTAGI            | HULGERI                   |29070413801| GLPS PURATHAGERI                    |3|1|5|3|52|0
 KOPPAL   | KUSTAGI            | HULGERI                   |29070414601| GHPS SEBINAKATTI                    |8|1|8|7|171|1
 KOPPAL   | KUSTAGI            | HULGERI                   |29070417301| GHPS YERIGONHAL                     |6|1|8|6|126|1
 KOPPAL   | KUSTAGI            | J.GUDADOOR                |29070404101| GHPS GUDADURKALL                    |5|1|7|9|268|1
 KOPPAL   | KUSTAGI            | J.GUDADOOR                |29070406801| GHPS JAGEERGUDADUR                  |7|1|7|9|263|1
 KOPPAL   | KUSTAGI            | J.GUDADOOR                |29070409001| GLPS KONAPUR                        |5|1|5|3|89|0
 KOPPAL   | KUSTAGI            | J.GUDADOOR                |29070410301| GMHPS MALAGITTI                     |8|1|8|5|399|0
 KOPPAL   | KUSTAGI            | J.GUDADOOR                |29070413401| GHPS PARAMANAHATTI                  |5|1|7|5|141|0
 KOPPAL   | KUSTAGI            | J.GUDADOOR                |29070416101| GHPS TUMARI KOPPA                   |7|1|7|8|283|1
 KOPPAL   | KUSTAGI            | J.GUDADOOR                |29070416701| GLPS VENKATAPUR                     |5|1|7|5|199|0
 KOPPAL   | KUSTAGI            | J.GUDADOOR                |29070417701| GHPS BADIMANHAL                     |6|1|8|7|209|1
 KOPPAL   | KUSTAGI            | J.GUDADOOR                |29070418201| GLPS JAGIR TIMMANAHATTI             |3|1|5|2|35|0
 KOPPAL   | KUSTAGI            | JUMALAPUR                 |29070400101| GLPS ADAVIBHAVI                     |3|1|5|3|107|0
 KOPPAL   | KUSTAGI            | JUMALAPUR                 |29070404601| GHPS HAGALADAL                      |5|1|7|2|78|1
 KOPPAL   | KUSTAGI            | JUMALAPUR                 |29070406601| GLPS IDLAPUR                        |3|1|5|3|104|0
 KOPPAL   | KUSTAGI            | JUMALAPUR                 |29070407201| GHPS JUMALAPUR                      |10|1|7|7|336|1
 KOPPAL   | KUSTAGI            | JUMALAPUR                 |29070410001| GHPS MADAPUR                        |5|1|7|6|166|1
 KOPPAL   | KUSTAGI            | JUMALAPUR                 |29070411801| GLPS MUDDALAGUNDI                   |5|1|7|2|118|0
 KOPPAL   | KUSTAGI            | JUMALAPUR                 |29070412201| GLPS MYADARADOKKI                   |3|1|5|0|84|0
 KOPPAL   | KUSTAGI            | JUMALAPUR                 |29070412202| GLPS MYADARDOKKI TANDA              |2|1|5|2|64|0
 KOPPAL   | KUSTAGI            | JUMALAPUR                 |29070412601| GHPS NANDAPUR                       |8|1|7|6|205|1
 KOPPAL   | KUSTAGI            | JUMALAPUR                 |29070414001| GLPS RAMPUR.J                       |3|1|5|2|43|0
 KOPPAL   | KUSTAGI            | JUMALAPUR                 |29070414501| GHPS SASVIHAL                       |6|1|7|5|153|1
 KOPPAL   | KUSTAGI            | KILLARAHATTI              |29070400401| GHPS AMARAPUR                       |8|1|7|3|140|1
 KOPPAL   | KUSTAGI            | KILLARAHATTI              |29070400402| GLPS AMARAPUR TANDA                 |2|1|5|2|34|0
 KOPPAL   | KUSTAGI            | KILLARAHATTI              |29070403401| GHPS GARAJANHAL                     |7|1|8|7|289|0
 KOPPAL   | KUSTAGI            | KILLARAHATTI              |29070407001| GLPS JULAKUNTI                      |4|1|5|3|163|0
 KOPPAL   | KUSTAGI            | KILLARAHATTI              |29070408001| GHPS KALAMALLI                      |5|1|8|6|203|1
 KOPPAL   | KUSTAGI            | KILLARAHATTI              |29070408002| GLPS KALAMALLI TANDA                |3|1|5|1|94|0
 KOPPAL   | KUSTAGI            | KILLARAHATTI              |29070408701| GHPS KIDADUR                        |7|1|8|6|128|1
 KOPPAL   | KUSTAGI            | KILLARAHATTI              |29070408801| GHPS KILARHATTI                     |5|1|7|6|116|1
 KOPPAL   | KUSTAGI            | KILLARAHATTI              |29070408802| GLPS KILARHATTI TANDA               |2|1|5|1|49|0
 KOPPAL   | KUSTAGI            | KILLARAHATTI              |29070408804| GLPS RAMJI TANDA                    |2|1|3|0|32|0
 KOPPAL   | KUSTAGI            | KILLARAHATTI              |29070416201| GLPS UMALI RAMPUR                   |2|1|5|2|50|0
 KOPPAL   | KUSTAGI            | KORADAKERA                |29070401301| GLPS BENCHAMATTI                    |2|1|5|3|47|0
 KOPPAL   | KUSTAGI            | KORADAKERA                |29070401901| GLPS BISNHAL                        |4|1|5|3|83|0
 KOPPAL   | KUSTAGI            | KORADAKERA                |29070402101| GHPS BYALIHAL                       |7|1|7|7|178|1
 KOPPAL   | KUSTAGI            | KORADAKERA                |29070402601| GLPS CHIKKA NANDIHAL                |3|1|5|4|119|1
 KOPPAL   | KUSTAGI            | KORADAKERA                |29070402901| GLPS DONNIGUDDA                     |2|1|5|3|74|0
 KOPPAL   | KUSTAGI            | KORADAKERA                |29070405201| GHPS HIREBANNIGOL                   |10|1|8|10|296|1
 KOPPAL   | KUSTAGI            | KORADAKERA                |29070405202| GLPS SC COLONY HIREBANNIGOL         |2|1|5|2|20|0
 KOPPAL   | KUSTAGI            | KORADAKERA                |29070405601| GHPS HIRENANDIHAL                   |8|1|8|10|364|1
 KOPPAL   | KUSTAGI            | KORADAKERA                |29070408301| GHPS KANAKOPPA                      |6|1|8|7|186|1
 KOPPAL   | KUSTAGI            | KORADAKERA                |29070409101| GCHPS KORADAKERI                    |7|1|8|9|436|1
 KOPPAL   | KUSTAGI            | KORADAKERA                |29070409901| GLPS MADALAGATTA                    |3|1|5|3|62|0
 KOPPAL   | KUSTAGI            | KORADAKERA                |29070413501| GLPS PARASAPUR                      |3|1|5|3|79|0
